"site","job_url","job_url_direct","title","company","location","job_type","date_posted","interval","min_amount","max_amount","currency","is_remote","emails","description","company_url","company_url_direct","company_addresses","company_industry","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009228582814","","Proclaim Developer","Douglas Scott Legal Recruitment","Liverpool, England","","2024-04-09","yearly",35000.0,45000.0,"GBP",False,"georgia@douglas-scott.co.uk","I'm currently recruiting for a well-established firm in the Liverpool area who are keen to appoint an experienced Proclaim Developer to join their highly successful IT team and advance their career.  

  

This role would suit someone with extensive knowledge of a Proclaim case management system – and wanting to advance their career in this domain. The successful candidate will support other senior Proclaim Developers handling day to day and longer term goals  

  

Responsibilities:  

* Day to day working on development requirements for the business within proclaim
* Reviewing development specifications and discussing the best way to achieve a successful development piece
* Being able to deal with Integrations independently
* Dealing with MIWH changes
* Document changes on Proclaim
* Production of new forms and document in Proclaim
* Assisting in producing the firm’s MI
* Assisting in producing SQL reports
* Help support testing process
* Ensure that the system is delivering required functionality and escalate any issues to the appropriate person.
* Assist in ensuring all parties are kept informed of the upgrade and understand their role in it.
* Following the upgrade monitor bugs reports and highlight any significant issues at the earliest opportunity.
* Regularly reviewing outstanding case management related issues.
* Maintain the application to ensure the correct versions of precedents, templates, documents and updates are available to the users.
* Document and understand all known issues / reoccurring requests for help to ensure long-term resolution.
* Escalate any items which have not been dealt with satisfactorily or in accordance with departmental procedures.


If you have the relevant experience in a similar role, please apply now for immediate consideration to georgia@douglas-scott.co.uk","https://www.glassdoor.co.uk/Overview/W-EI_IE984607.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009228454342","","AWS DevOps Engineer","Applause IT","Northwich, England","","2024-04-09","yearly",45000.0,55000.0,"GBP",False,"","**AWS DevOps Engineer - Travel Company - AWS, Terraform, Lambda, Node JS, TypeScript**




**Northwich - Hybrid (2 days a month in office) - £55,000**




Applause IT are looking for an AWS DevOps Engineer to join a well-established travel company based in Northwich. As an AWS DevOps Engineer you will play a vital role in managing their web application infrastructure and overseeing legacy monitoring.




The ideal candidate should possess expertise in AWS, particularly CloudFront, Lambda, and SQS, along with a solid understanding of distributed architecture and networking. Proficiency in monitoring and problem-solving is paramount for this position. Leveraging our robust CI/CD and AWS frameworks, we require a competent and skilled engineer to govern and enhance our systems in alignment with stakeholder requirements and ongoing enhancements. The ideal candidate will also need experience in coding particularly in NodeJS and TypeScript.




**The ideal AWS DevOps Engineer must be competent in:**

* in AWS
* in microservices using Lambda
* with Terraform
* with monitoring and logging tools, preferably Datadog
* communication and interpersonal skills, adept at collaborating with cross-functional teams
* in database administration, preferably MongoDB/Document DB databases
* in distributed systems and microservices architecture
* TypeScript and NodeJS




**It would be desirable for the AWS DevOps Engineer to have experience:**

* in DataDog Monitoring
* with Octopus Deploy
* with CI/CD pipelines, preferably CircleCI
* professional-level AWS certification
* with Terraform Cloud




This is an excellent opportunity for an experienced AWS DevOps Engineer who is looking to take the next big step in their career. Please note due to company policy only **BRITISH CITIZENS or those with leave to remain** are eligible to apply. If this sounds like the role for you, please click **APPLY NOW!**




**AWS DevOps Engineer - Travel Company - AWS, Terraform, Lambda, NodeJS, TypeScript**




**Northwich - Hybrid (2 days a month in office) - £55,000**","https://www.glassdoor.co.uk/Overview/W-EI_IE1171749.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009228578067","","Software Tester","Chemist4u","Skelmersdale, England","","2024-04-09","yearly",25000.0,25000.0,"GBP",False,"","Would you like the opportunity to work for a fast-growing business with plenty of opportunities to grow with us? Join our amazing supportive team that offers an exceptional culture and a fun working environment!

Our business is growing very fast. Not only do we see increased sales each month because of our fantastic products and services; we continue to expand and diversify the services we offer appealing to more people! Our business is now too big for our current premises so we will be shortly moving to new modern premises.

**Who Chemist4U Are**

Founded in 2011, Chemist4U is a leading online pharmacy dedicated to providing convenient, affordable, and high-quality pharmaceutical services to customers. We specialise in dispensing prescriptions on behalf of healthcare partners, ensuring seamless access to medications for patients nationwide. We currently have 160 employees and dispense 175,000 items per month. We help our customers to *‘feel better for less’* by offering a wide range of reliable health services, affordable treatments and expert guidance whilst supporting the NHS as the first port of call for healthcare advice. We are very proud to be a partner of the NHS.

As a Software Tester, you will play a crucial role in ensuring the quality and reliability of our software products. You will be responsible for designing, implementing, and executing test cases, as well as identifying and reporting bugs and issues. Your meticulous attention to detail and problem-solving skills will contribute to the overall success of our development process by helping to deliver high-quality software to our customers.

**Responsibilities:**

Test Planning: Collaborate with the development team to understand project requirements and develop comprehensive test plans and strategies.

Test Case Design: Create detailed, comprehensive, and well-structured test cases and test scenarios based on project specifications and user stories.

Test Execution: Execute test cases manually and/or using automated testing tools, ensuring proper coverage of all functional and non-functional requirements.

Bug Identification and Reporting: Identify, document, and prioritize bugs and issues found during testing using issue tracking systems, and work closely with developers to resolve them.

Regression Testing: Perform regression testing to ensure that previously identified and fixed defects do not reoccur in subsequent releases.

Documentation: Document test results, procedures, and findings thoroughly, and provide regular updates on testing progress to the project team.

Continuous Improvement: Stay up-to-date with industry best practices and emerging trends in software testing, and actively contribute to process improvements and quality assurance initiatives within the organization.

**Requirements:**

* Proven experience as a Software Tester or similar role in software development projects.
* Solid understanding of software testing methodologies, techniques, and tools.
* Proficiency in writing clear, concise, and comprehensive test plans and test cases.
* Strong analytical and problem-solving skills, with keen attention to detail.
* Excellent communication and interpersonal skills, with the ability to work effectively in a collaborative team environment.
* Familiarity with Agile/Scrum methodologies

Job Type: Permanent

Salary: From £25,000.00 per year

Benefits:

* Additional leave
* Company events
* Company pension
* Employee discount
* Free parking
* Gym membership
* Health & wellbeing programme
* On-site parking

Schedule:

* Monday to Friday

Work Location: In person","https://www.glassdoor.co.uk/Overview/W-EI_IE2971824.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009228476856","","Wordpress Developer","21D Clinical Limited","Warrington, North West England, England","","2024-04-09","yearly",26000.0,28000.0,"GBP",False,"","**Job Overview:**

We are seeking a skilled Web Developer to join our team. You will be responsible for designing, coding, and modifying our Wordpress website, from layout to function. You will strive to create a visually appealing site that features user-friendly design and clear navigation, to meet the constantly evolving requirements of our business.

The successful candidate must be based within 60-90 mins of Warrington to be able to work from Head Office a minimum of 3 days per week.

The role will work closely with relevant stakeholders within the organisation to attain a specification of required development, set deliverables and timeframes.

**Duties:**

- Develop and maintain website using relevant technologies

- Implement SEO best practices to improve website visibility and search engine rankings

- Collaborate with cross-functional teams to gather requirements and develop project plans

- Stay up-to-date with industry trends and advancements in web development

- Perform code reviews and provide constructive feedback to team members

- Troubleshoot any functionality or performance issues

- Mitigate and identify risk to systems through pending changes

- Deliver against the project requirements as set by the business

- Test website and applications thoroughly in different browsers and environments to ensure they perform as expected

**Requirements:**

- Proven experience as a Web Developer

- Strong understanding of SEO principles and best practices

- Solid working knowledge of Web Technologies, HTML, CSS, JavaScript, and PHP.

- Be capable of maintaining existing HTML, PHP, and MSSQL Code.

- Ability to adopt analytical and objective approach to problem solving

- Clear and effective communication

- Ability to prioritise workload and deliver to deadlines

- Ability to work both independently and collaboratively in a team environment

If you are a talented Web Developer looking for an exciting opportunity to showcase your skills in a dynamic environment, we would love to hear from you. Apply now!

Job Types: Full-time, Permanent

Salary: £26,000.00-£28,000.00 per year

Benefits:

* Company pension
* On-site parking
* Work from home

Schedule:

* 8 hour shift
* Monday to Friday

Work Location: Hybrid remote in Warrington, WA3 7QZ","","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009228216764","","Senior Front End Developer","Nexus Point","Winsford, North West England, England","","2024-04-09","yearly",40000.0,45000.0,"GBP",False,"careers@nexuspoint.co.uk","Nexus Point is currently seeking to expand its team with a Senior Frontend Developer to help us to help drive standards, develop junior team members and deliver high quality/low error work for our client base.

All of our websites are powered by our bespoke CMS. Our frontend is built using components made in Vue/Nuxt and SASS. You will be responsible for the maintenance and growth of a bespoke component library, based around ATOMIC design principles.

The Senior Frontend developer will be working closely with design and QA to ensure components are built accurately with a degree of customisation across different use-cases. They will be expected to have an understanding of, and be able to contribute to, every frontend project within the business. All of which built on similar architecture with some on Nuxt 2 options API and more recent projects using Vue 3 composition API.

**Who is Nexus Point?**

Over the last 13 years, we’ve established our position as an industry contender for market leader in the automotive software and web development sector by consistently creating powerful software solutions that deliver a competitive and innovative advantage for our customers.

We’ve demonstrated our expertise by developing our own custom-built, cutting-edge, powerful CMS at our offices in Winsford, Cheshire.

**Who we’re looking for**

* You must be user-focused.
* You’ll be an innovator who aspires to be the best.
* Answering to the Lead Frontend Developer, you’ll be working on both new custom UI’s and existing client sites. You’ll understand and contribute to the Nexus Point frontend framework.
* Someone obsessive about creating clean, well organised, semantic code.
* You’ll enjoy creating web solutions whilst collaborating with your team members and be committed to helping your product owner achieve their ideals.
* Someone who can accurately estimate timescales and identify potential issues before they arise.
* Our systems need to be visually appealing for all users, efficient, robust and accurate. They also need to be easy to maintain and upgrade with new features.

**Responsibilities will include**

The role is based around helping our clients to create memorable experiences for their customers and gain a return on their investment from our wide range of services, and you will be contributing to both ad hoc and project-based development.

* Developing new user-facing features, using the latest front-end technologies.
* Research and development; using the latest Javascript MVC, in particular VUE.js / Nuxt 2 and 3.
* Analysing digital designs and providing technical build assistance to the designers and UX Lead.
* Converting digital designs to high standard responsive markup.
* Building reusable code and libraries for future use.
* Ensuring the technical feasibility of UI/UX designs.
* Optimising sites for maximum speed and scalability.
* Research and development; CSS/HTML5 features, standards and techniques.
* Support the Technical Frontend Developer with pushing the department forward and setting best practices and quality.
* Integration between the backend APIs and frontend components.
* Drive Efficiency within the team.
* Increase performance of the frontend framework, drive quality through reducing defects, issues and rework.
* Increase team velocity through management and technology.
* Help build relationships and bring together all departments in regard to coding and development standards/technologies.

**Essential Skills** 

Nexus Point’s existing feature-rich platform has been developed over the past 13 years and powers all of our web products and partner integrations. As such, it is essential for you to have an excellent understanding and experience of the following:

* Understanding of reusable components that leverage SASS mixins to provide customisation across different client frontends.
* Be comfortable working with APIs and have a good level of problem solving ability.
* Be able to understand how the flow of data works from the API down into the component level (separation of concerns/use of props/slots).
* Strong appreciation of the user experience. Standard Gitflow, PR/QA process.
* Obsessive attention to detail.
* Proficiency in coding Responsive Web applications using:
* CSS3 (SASS/SCSS)
* HTML5
* Knowledge of Bootstrap or other frontend frameworks
* Vue & Nuxt (or similar i.e. Angular)
* Web Services: JSON, AJAX
* Yarn/NPM
* GIT version control
* Semantic and accessible markup
* Ability to troubleshoot and resolve cross-platform/browser issues, performance optimisation

**It would also be an advantage if you have a working knowledge of:**

* ATOMIC design patterns
* Storybook
* Typescript
* Vue/Nuxt 3 composition API/Pinia
* Localisation/language and multi currency sites
* Preferred experience in leveraging CMS platforms, including WordPress
* Open Graph Protocol and other mobile and social oriented technologies

**We use the following products/Services**

* AWS
* BitBucket
* Github/GitLab
* Figma/InVision/Zeplin
* Browserstack
* Jira/Tempo

**How to apply**

To apply, send us a cover letter, a copy of your CV and links to any previous work you have completed (github links are fine) to careers@nexuspoint.co.uk.

We will respond to your application as soon as possible and let you know what the next steps will be.

Job Types: Full-time, Permanent

Salary: £40,000.00-£45,000.00 per year

Benefits:

* Casual dress
* Company pension
* Free parking
* On-site parking
* Private medical insurance
* Work from home

Schedule:

* Day shift
* Monday to Friday

Application question(s):

* All employees are required to work from our Winsford, Cheshire based office at least 1 day a week. Are you happy to proceed with your application based on these terms?

Work Location: Hybrid remote in Winsford

Application deadline: 03/05/2024  
Reference ID: Frontend Developer","","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009228445582","","CHIL Software Engineer","University of Liverpool","Liverpool, England","","2024-04-09","yearly",38205.0,44264.0,"GBP",False,"","The Civic Health Innovation Labs (CHIL) is a ground-breaking new Centre hosted by the University of Liverpool. It will bring together scientists, engineers, residents and health professionals from different disciplines, organisations and lived experiences to drive an internationally important civic health technology research and innovation cluster in Liverpool City Region. The Centre is a civic partnership between the University of Liverpool and local NHS, which allows academics, NHS and industry partners to co-locate, under a cooperative model, to use data to drive innovation and service change.
  
  

It¿s funding portfolio cover all three University of Liverpool faculties (centred on the Faculty of Health and Life Sciences) across core themes of; Brain/Mental Health, Infection Resilience, Multi-morbidity and Medicines and Systems & Methods. Over the past four years, Liverpool has delivered world-leading insights and interventions using linked data, analytics and coordinated civic actions. We delivered the world¿s first voluntary mass testing for COVID-19, with insights that central agencies failed to deliver, have developed the Civic Data Cooperative and have secured a new NIHR Mental Health Research for Innovation Centre (M-RIC), among current grants exceeding £30m. The Centre will concentrate these activities, creating and maximising opportunities for the region.
  
  

The University of Liverpool is well established as a globally focused institution and has a long international history across research and teaching activity. Mersey care NHS Foundation Trust is one of the largest trusts providing physical and mental health services in the Northwest, serving more than 1.4 million people across the region.
  
  

We are seeking a Software Engineer to join the CHIL technical team to contribute to the development and support of technologies that facilitate CHIL researchers safe and secure access to health and civic datasets. Key technologies include cloud based Trusted Research Environments (TREs.), SQL, Python and Git. You will be based within the Faculty of Health and Life Sciences reporting to the CHIL Programme Manager and will work alongside a muti-disciplinary team within the University of Liverpool, NHS and Civic Partners.
  
  

**The ideal candidate will:**  

Be highly organised and structured with the ability to create solutions to complex solutions.
  
Able to work in SQL, Python and Microsoft Azure and have the desire to further develop technical expertise.
  
Work collaboratively with a diverse set of stakeholders to build systems and successfully deliver project objectives.
  
Be flexible, adaptive, and proactive in your approach to seek continuous improvement of our services and technologies.
  
Understand the need for openness and transparency in the field of health innovation
  
Be driven by the desire to improve health outcomes.
  
  

You will have a degree (or equivalent qualification or relevant professional experience).
  
  

The post is available until the 31 December 2027 with hybrid/flexible working. When in the office, the role will be based in the Liverpool Science Park.
  
  

Although the university has a hybrid working system, the expectation is that the successful applicant appointed to this role will be expected to work more than 50% on campus.
  
  

The University has the right to close the vacancy early if it is deemed that there have been enough applications received.","https://www.glassdoor.co.uk/Overview/W-EI_IE35513.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009227872441","","Jr. React Developer","Ready Education, Inc.","Liverpool, England","","2024-04-09","yearly",39546.0,52000.0,"GBP",False,"","**ROLE PURPOSE**  

At Ready Education, we are empowering institutions worldwide to build and engage their campus community by improving communications and experiences that increase retention and drive student success. This role is key to delivering on this mission as you are directly involved in building the applications that students use every day to be successful. You will be a part of a creative and growing team but also you will make a difference in the lives of students and the impact of institutions around the globe. As the Junior React Native Mobile Engineer at Ready Education, you will hold a pivotal role in helping to craft and sustain our cutting-edge flagship mobile application. Collaborating seamlessly with our design, product, and backend teams, you will help to drive the delivery of unparalleled user experiences. Your role involves ensuring application performance, quality, and responsiveness while upholding the technical excellence of the app.

  


**REPORTS TO**  

Engineering Manager

  


**KEY STAKEHOLDERS**  

Mobile React Native, Product, and Engineering leadership

  


**MAIN RESPONSIBILITIES**  

* Work with the team in the complete lifecycle of our mobile application, utilizing React Native for both iOS and Android platforms.
* Interpret product requirements and collaborate closely with designers and product managers to translate concepts into technical specifications and successful implementations.
* Enjoy being mentored through code reviews, sharing best practices, to assist in fostering your growth.
* Play an active part in architectural deliberations
* Fine-tune application performance, troubleshoot bottlenecks, and guarantee responsiveness across diverse devices and screen sizes.
* Implement unit and integration testing to ensure robustness, maintainability, and code quality.
* Remain attuned to industry trends, emerging technologies, and best practices, 1consistently refining the mobile development process.
* Work collaboratively with backend engineers to architect seamless API integrations, preserving the app’s seamless functionality.
* Embrace agile methodologies, contribute to sprint planning, and adhere to timelines for delivering top-notch outcomes.
  


**ESSENTIAL REQUIREMENTS OF THE ROLE**  

* 2+ years experience in JavaScript/ReactJS/ React Native
* At least a Bachelor's degree in Computer Science or a related field.
* Work from or at least adhere to GMT/CET Time Zone.
* Experience working with REST APIs
* Experience working with Git-based version control, and within a pull/merge request based collaboration process
* Have good writing and verbal communication skills, with experience working in a remote or distributed team environment","https://www.glassdoor.co.uk/Overview/W-EI_IE2257631.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009227163811","","Full Stack Shopify Developer","MOOT","Leigh, Dorset, South West England, England","","2024-04-08","yearly",39782.0,67000.0,"GBP",False,"","**Who is Rainy City?**


Rainy City is an award-winning Shopify Plus design and development agency that guarantees results.


Being a female-led organisation in a heavily male-dominated industry is a testament to their confidence and expertise in the field.


In fact, they're the first-ever female-founded Shopify Plus partner in Europe, which speaks volumes about their unwavering commitment to excellence. Their team of professionals works to deliver leading-edge e-commerce design, development, and overall website strategy that's sure to set them apart from the competition.

 **What are we recruiting for?**

  

We’re looking for at least two years of full stack experience, either working in-house or within an agency with the enthusiasm to always reach the next level. You must enjoy the challenge of picking up new tools and sharing your knowledge with others. You’re comfortable finding solutions and reporting on the status of project tasks quickly and constructively. You’re pragmatic, and have a great ability to communicate recommendations to internal and external stakeholders .

**What will you be doing?**

**Tech Expert & Integration Pro**

* Create user-friendly interfaces using HTML, Liquid, CSS, and JavaScript
* Customise Shopify themes for a better user experience
* Seamlessly add third-party apps for more features
* Optimise server-side logic using Node.js for better performance

**Collaborative Coder**

* Work closely with UI/UX designers to maintain design integrity
* Develop and manage Shopify apps and plugins for specific business needs

**Shopify Wizard**

* Manage inventory, listings, and orders with precision
* Test and fix any bugs promptly

**Collaboration Master**

* Lead teamwork with different teams
* Discuss needs with stakeholders and provide technical insights

**What will you bring to the party?**

  

* Knowledge of Shopify APIs and app development
* Familiarity with version control systems (e.g., Git)
* Solid understanding of e-commerce best practices and user behaviour
* Consistently test and debug websites for better performance.
* Excellent problem-solving and communication skills
* Ability to work independently and collaboratively in a fast-paced environment

**What are we offering?**

  

* 28 days holiday increasing one day per year
* Flexible working hours - giving you the power to shape your schedule to fit your life.
* Paid overtime on offer
* Hybrid working - Embrace the best of both worlds, working 1 day per week from the office
* Sabbatical leave scheme
* Weekly PT sessions
* Birthdays off - Celebrate your special day in style with birthdays off work
* Pension scheme
* Career development plan that aligns with personal goals
* We ensure you’re well looked after with breakfast (and maybe even a cheeky beer) from your very first day.
* Regular team events, including a beer or two
* Experience the warmth and familiarity of a tight-knit family feel, where every member is valued and supported on their unique path to success!","https://www.glassdoor.co.uk/Overview/W-EI_IE1089958.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009226263279","",".NET Developer","Noir Consulting","Knowsley, England","","2024-04-08","yearly",40000.0,50000.0,"GBP",False,"","**.NET Developer, .NET 8, C# - Digital Download Site - Knowsley**



(Tech stack: .NET Developer, .NET 8, C#, Web API 2, Entity Framework, Microservices, Azure, Programmer, Full Stack Engineer, Architect, .NET Developer)  

  

With operations in over 20 countries our client has fast become a major player within the digital download arena. In addition to an award winning website they have launched mobile apps for the iPhone and Android market, the latter of which has been featured on Google Play. They have created a real buzz in the industry have been written up in TechCrunch, The New York Times, The Guardian and many more. They are going through a period of explosive growth and need your help!



We are seeking gifted .NET Developer to join their close-knit and extremely talented technical team. We're looking for .NET Developer who are ambitious about building a quality service which brings delight to their users. .NET Developer should be experienced in: .NET, .NET Core / ASP.NET MVC, C# and SQL Server. You will be trained in all aspects of: .NET 8, Web API 2, Entity Framework, Microservices, Azure, JavaScript, Angular 17, Bootstrap, Agile and SQL Server 2022. Top performers can expect to receive their first promotion (and pay rise) within 6 months.



Our client offers a unique working environment including a free onsite restaurant, relaxation pods, games room, background music while you work and flexible working hours.


**Location:** Knowsley, Merseyside UK / Remote Working


**Salary:** £40,000 - £50,000 + £10k Sign-On Fee + Bonus



Applicants must be based in the UK and have the right to work in the UK even though remote working is available.



Noir continues to be the leading Microsoft recruitment agency; we can help you make the right career decisions!



NOIRUKNETREC  

NOIRUKREC","https://www.glassdoor.co.uk/Overview/W-EI_IE795725.htm","","","","","","","","","",""
"glassdoor","https://www.glassdoor.co.uk/job-listing/j?jl=1009227016285","","D365 F&O Developer","ACCA","","","2024-04-08","","","","",True,"","ACCA is committed to a workplace culture which is inclusive, diverse, human and connected.


We're currently looking for a D365 F&O Developer. This position sits within our IT Team. We have offices in both Glasgow and London and will consider any UK based candidate. We can offer both hybrid and remote working options.




D365 F&O Developer is a technical professional within Enterprise Services Platform CoE team with specific responsibility for the delivery of service improvement activity on the Dynamics 365 F&O services in project and business settings.




D365 F&O Developer will require a good understanding of the product and how it fits within the wider ACCA technology landscape and D365 production and delivery process. The work will be delivered using our continuous delivery methodology work across IT and the business to gather requirements, look for opportunity and deliver, test and document service improvements across the Dynamics 365 services.




**The Job**

  

* Implement and configure Microsoft Dynamics 365 Finance and Operations modules according to business requirements.
* Support Digital Transformation deployment, go live, service introduction and post go live activities.
* Develop custom features, integrations, and extensions using X++ and other related technologies in D365 F&O with skilled in SQL Server, Reporting Services (SSRS), Electronic Reporting Dev Express, C# .NET, REST and JSON. Azure Cloud and integration.
* Develop the Dynamics 365 environment in support of organisation's strategy, change and financial plans aligned to business requirements.
* Develop the Dynamics 365 environment to enable the successful delivery of ACCA's Digital Transformation and IT's target operating model.
* Manage and control D365 F&O release process working closely with service providers as well as Digital Transformation.
* Provide ongoing support and maintenance for D365 F&O applications, troubleshoot issues, and implement fixes and enhancements.
* Develop the Dynamics 365 environment capability(s) for the IT directorate.
* Collaborate with cross-functional teams, including business analysts, project managers, and other developers, to deliver high-quality solutions.
* Stay updated with the latest D365 F&O features and updates.
* Evaluate and implement upgrades and enhancements to improve system performance and functionality.
* Conduct thorough testing of D365 F&O applications to ensure they meet quality standards and are error-free.
* Define Dynamics 365 through the application of best practise and industry standards including Microsoft Well Architected Framework, security controls and global data residency legislation, whilst nurturing and supporting our business during their transition to the technology from legacy services.




**The Person**

* In-depth understanding of the Dynamics 365 Finance and Operations platform, including modules with proficiency in X++ for customizing forms, reports, workflows, and other elements of D365 F&O, and SQL Server, Reporting Services (SSRS), Electronic Reporting Dev Express, C# .NET, REST and JSON. Experience of shaping and delivering Dynamics 365 service improvements and ongoing management working across business functions and vendors
* Experience of working in organisations undergoing significant transformation Hands-on experience in customizing D365 F&O modules and integrating the application with other systems using various integration techniques.
* Experience with version control systems (e.g. Git) for managing codebase changes in a collaborative environment.
* Ability to create technical documentation, including design specification, test plans, and user guides.
* Experience of working across IT towers and business departments to gather requirements and deliver service improvements.
* Knowledge of Accounting Experience.
* Able to demonstrate a clear understanding of detailed technical concepts and to apply this understanding to everyday business problems.
* Proficiency in testing and debugging customizations to ensure they meet the specified requirements and do not adversely impact the system.
* Excellent analytical and problem-solving skills, with ability to think laterally and conceptually.


We strive to create an environment where you can prioritise your wellbeing and offer a competitive benefits package to help you do this. We provide an employee assistance programme and are proud to offer a financial wellbeing tool to our employees.  

  

  

We are committed to equal opportunities across our recruitment activities and have a real commitment to ensuring the inclusion and well-being of all employees. We have a blended approach to working to support our employees to balance the needs of their job with other aspects of their life.  

  

  

For more information on ACCA, your journey as a candidate and the benefits of working with ACCA please visit our Work for Us page here https://www.accaglobal.com/uk/en/about-us/work-for-us.html.","https://www.glassdoor.co.uk/Overview/W-EI_IE332826.htm","","","","","","","","","",""
